date,state,fips,cases,deaths
4/14/2020,South Carolina,45,3553,97
4/14/2020,South Dakota,46,987,6
4/14/2020,Tennessee,47,5654,123
4/14/2020,Texas,48,15303,365
4/14/2020,Utah,49,2420,19
4/14/2020,Vermont,50,752,28
4/14/2020,Virgin Islands,78,51,1
4/14/2020,Virginia,51,6173,154
4/14/2020,Washington,53,10711,552
4/14/2020,West Virginia,54,697,10
4/14/2020,Wisconsin,55,3555,172
4/14/2020,Wyoming,56,373,1
4/15/2020,Alabama,1,4241,123
4/15/2020,Alaska,2,291,7
4/15/2020,Arizona,4,3962,142
4/15/2020,Arkansas,5,1599,34
4/15/2020,California,6,27107,885
4/15/2020,Colorado,8,8280,355
4/15/2020,Connecticut,9,14755,868
4/15/2020,Delaware,10,2014,46
4/15/2020,District of Columbia,11,2197,72
4/15/2020,Florida,12,22526,613
4/15/2020,Georgia,13,14583,569
4/15/2020,Guam,66,750,6
4/15/2020,Hawaii,15,524,9
4/15/2020,Idaho,16,1587,41
4/15/2020,Illinois,17,24593,958
4/15/2020,Indiana,18,9030,511
4/15/2020,Iowa,19,1995,53
4/15/2020,Kansas,20,1503,76
4/15/2020,Kentucky,21,2295,124
4/15/2020,Louisiana,22,21951,1103
4/15/2020,Maine,23,770,24
4/15/2020,Maryland,24,10096,413
4/15/2020,Massachusetts,25,29918,1108
4/15/2020,Michigan,26,27894,1920
4/15/2020,Minnesota,27,1809,87
4/15/2020,Mississippi,28,3360,122
4/15/2020,Missouri,29,4895,164
4/15/2020,Montana,30,404,7
4/15/2020,Nebraska,31,994,22
4/15/2020,Nevada,32,3212,137
4/15/2020,New Hampshire,33,1139,32
4/15/2020,New Jersey,34,71030,3156
4/15/2020,New Mexico,35,1484,36
4/15/2020,New York,36,217130,14937
4/15/2020,North Carolina,37,5123,128
4/15/2020,North Dakota,38,365,9
4/15/2020,Northern Mariana Islands,69,13,2
4/15/2020,Ohio,39,7791,361
4/15/2020,Oklahoma,40,2263,123
4/15/2020,Oregon,41,1663,58
4/15/2020,Pennsylvania,42,26804,833
4/15/2020,Puerto Rico,72,974,51
4/15/2020,Rhode Island,44,3529,87
4/15/2020,South Carolina,45,3656,107
4/15/2020,South Dakota,46,1168,6
4/15/2020,Tennessee,47,5864,135
4/15/2020,Texas,48,16106,395
4/15/2020,Utah,49,2549,20
4/15/2020,Vermont,50,759,29
4/15/2020,Virgin Islands,78,51,1
4/15/2020,Virginia,51,6502,195
4/15/2020,Washington,53,10806,572
4/15/2020,West Virginia,54,725,12
4/15/2020,Wisconsin,55,3721,184
4/15/2020,Wyoming,56,392,2
4/16/2020,Alabama,1,4404,137
4/16/2020,Alaska,2,298,7
4/16/2020,Arizona,4,4234,152
4/16/2020,Arkansas,5,1620,37
4/16/2020,California,6,28142,971
4/16/2020,Colorado,8,8675,374
4/16/2020,Connecticut,9,15884,971
4/16/2020,Delaware,10,2075,52
4/16/2020,District of Columbia,11,2350,81
4/16/2020,Florida,12,23332,667
4/16/2020,Georgia,13,15644,611
4/16/2020,Guam,66,790,6
4/16/2020,Hawaii,15,535,9
4/16/2020,Idaho,16,1609,41
4/16/2020,Illinois,17,25734,1081
4/16/2020,Indiana,18,9619,554
4/16/2020,Iowa,19,2141,60
4/16/2020,Kansas,20,1595,80
4/16/2020,Kentucky,21,2429,131
4/16/2020,Louisiana,22,22532,1156
4/16/2020,Maine,23,796,27
4/16/2020,Maryland,24,10851,459
4/16/2020,Massachusetts,25,32181,1245
4/16/2020,Michigan,26,29120,2092
4/16/2020,Minnesota,27,1912,94
4/16/2020,Mississippi,28,3624,129
4/16/2020,Missouri,29,5111,170
4/16/2020,Montana,30,415,7
4/16/2020,Nebraska,31,1094,24
4/16/2020,Nevada,32,3321,142
4/16/2020,New Hampshire,33,1211,34
4/16/2020,New Jersey,34,75317,3518
4/16/2020,New Mexico,35,1597,44
4/16/2020,New York,36,225761,15669
4/16/2020,North Carolina,37,5463,140
4/16/2020,North Dakota,38,393,9
4/16/2020,Northern Mariana Islands,69,13,2
4/16/2020,Ohio,39,8414,389
4/16/2020,Oklahoma,40,2357,131
4/16/2020,Oregon,41,1736,64
4/16/2020,Pennsylvania,42,28314,940
4/16/2020,Puerto Rico,72,1043,56
4/16/2020,Rhode Island,44,3838,105
4/16/2020,South Carolina,45,3931,109
4/16/2020,South Dakota,46,1311,7
4/16/2020,Tennessee,47,6077,142
4/16/2020,Texas,48,16928,428
4/16/2020,Utah,49,2687,21
4/16/2020,Vermont,50,768,34
4/16/2020,Virgin Islands,78,51,2
4/16/2020,Virginia,51,6891,208
4/16/2020,Washington,53,11180,588
4/16/2020,West Virginia,54,739,13
4/16/2020,Wisconsin,55,3875,197
4/16/2020,Wyoming,56,393,2
4/17/2020,Alabama,1,4572,151
4/17/2020,Alaska,2,307,7
4/17/2020,Arizona,4,4507,174
4/17/2020,Arkansas,5,1695,37
4/17/2020,California,6,29398,1050
4/17/2020,Colorado,8,9047,389
4/17/2020,Connecticut,9,16809,1036
4/17/2020,Delaware,10,2323,61
4/17/2020,District of Columbia,11,2476,86
4/17/2020,Florida,12,24745,725
4/17/2020,Georgia,13,16658,661
4/17/2020,Guam,66,796,6
4/17/2020,Hawaii,15,547,9
4/17/2020,Idaho,16,1655,43
4/17/2020,Illinois,17,27575,1142
4/17/2020,Indiana,18,10235,599
4/17/2020,Iowa,19,2332,64
4/17/2020,Kansas,20,1732,84
4/17/2020,Kentucky,21,2522,140
4/17/2020,Louisiana,22,23118,1213
4/17/2020,Maine,23,827,29
4/17/2020,Maryland,24,11641,494
4/17/2020,Massachusetts,25,34402,1404
4/17/2020,Michigan,26,29954,2227
4/17/2020,Minnesota,27,2071,111
4/17/2020,Mississippi,28,3793,140
4/17/2020,Missouri,29,5283,184
4/17/2020,Montana,30,422,8
4/17/2020,Nebraska,31,1216,24
4/17/2020,Nevada,32,3524,151
4/17/2020,New Hampshire,33,1287,37
4/17/2020,New Jersey,34,78467,3840
4/17/2020,New Mexico,35,1711,51
4/17/2020,New York,36,233293,16473
4/17/2020,North Carolina,37,5859,159
4/17/2020,North Dakota,38,439,9
4/17/2020,Northern Mariana Islands,69,14,2
4/17/2020,Ohio,39,9107,418
4/17/2020,Oklahoma,40,2465,136
4/17/2020,Oregon,41,1785,70
4/17/2020,Pennsylvania,42,30121,1027
4/17/2020,Puerto Rico,72,1068,58
4/17/2020,Rhode Island,44,4177,118
4/17/2020,South Carolina,45,4086,116
4/17/2020,South Dakota,46,1411,7
4/17/2020,Tennessee,47,6423,146
4/17/2020,Texas,48,18131,461
4/17/2020,Utah,49,2813,23
4/17/2020,Vermont,50,779,34
4/17/2020,Virgin Islands,78,53,3
4/17/2020,Virginia,51,7492,238
4/17/2020,Washington,53,11479,610
4/17/2020,West Virginia,54,776,16
4/17/2020,Wisconsin,55,4045,205
4/17/2020,Wyoming,56,401,2
4/18/2020,Alabama,1,4723,147
4/18/2020,Alaska,2,312,7
4/18/2020,Arizona,4,4719,181
4/18/2020,Arkansas,5,1777,38
4/18/2020,California,6,30829,1146
4/18/2020,Colorado,8,9433,409
4/18/2020,Connecticut,9,17550,1086
4/18/2020,Delaware,10,2538,67
4/18/2020,District of Columbia,11,2666,91
4/18/2020,Florida,12,25484,747
4/18/2020,Georgia,13,17014,670
4/18/2020,Guam,66,805,6
4/18/2020,Hawaii,15,568,9
4/18/2020,Idaho,16,1668,44
4/18/2020,Illinois,17,29160,1272
4/18/2020,Indiana,18,10730,633
4/18/2020,Iowa,19,2513,74
4/18/2020,Kansas,20,1820,86
4/18/2020,Kentucky,21,2707,145
4/18/2020,Louisiana,22,23580,1267
4/18/2020,Maine,23,847,32
4/18/2020,Maryland,24,12379,534
4/18/2020,Massachusetts,25,36372,1560
4/18/2020,Michigan,26,30718,2307
4/18/2020,Minnesota,27,2213,121
4/18/2020,Mississippi,28,3974,152
4/18/2020,Missouri,29,5517,194
4/18/2020,Montana,30,426,10
4/18/2020,Nebraska,31,1348,28
4/18/2020,Nevada,32,3626,155
4/18/2020,New Hampshire,33,1342,38
4/18/2020,New Jersey,34,81420,4070
4/18/2020,New Mexico,35,1798,53
4/18/2020,New York,36,240542,17141
4/18/2020,North Carolina,37,6140,175
4/18/2020,North Dakota,38,528,9
4/18/2020,Northern Mariana Islands,69,14,2
4/18/2020,Ohio,39,10222,451
4/18/2020,Oklahoma,40,2570,139
4/18/2020,Oregon,41,1844,72
4/18/2020,Pennsylvania,42,31742,1150
4/18/2020,Puerto Rico,72,1118,60
4/18/2020,Rhode Island,44,4491,137
4/18/2020,South Carolina,45,4246,119
4/18/2020,South Dakota,46,1541,7
4/18/2020,Tennessee,47,6624,148
4/18/2020,Texas,48,18927,487
4/18/2020,Utah,49,2942,25
4/18/2020,Vermont,50,803,36
4/18/2020,Virgin Islands,78,53,3
4/18/2020,Virginia,51,8053,258
4/18/2020,Washington,53,11850,629
4/18/2020,West Virginia,54,825,18
4/18/2020,Wisconsin,55,4199,212
4/18/2020,Wyoming,56,412,2
4/19/2020,Alabama,1,4903,160
4/19/2020,Alaska,2,317,7
4/19/2020,Arizona,4,4929,188
4/19/2020,Arkansas,5,1781,39
4/19/2020,California,6,31544,1176
4/19/2020,Colorado,8,9730,421
4/19/2020,Connecticut,9,17962,1127
4/19/2020,Delaware,10,2538,67
4/19/2020,District of Columbia,11,2793,96
4/19/2020,Florida,12,26306,773
4/19/2020,Georgia,13,17619,682
4/19/2020,Guam,66,808,6
4/19/2020,Hawaii,15,574,10
4/19/2020,Idaho,16,1672,45
4/19/2020,Illinois,17,30357,1302
4/19/2020,Indiana,18,11301,652
4/19/2020,Iowa,19,2915,75
4/19/2020,Kansas,20,1897,94
4/19/2020,Kentucky,21,2960,149
4/19/2020,Louisiana,22,23928,1296
4/19/2020,Maine,23,867,34
4/19/2020,Maryland,24,12892,548
4/19/2020,Massachusetts,25,38077,1706
4/19/2020,Michigan,26,31349,2389
4/19/2020,Minnesota,27,2356,134
4/19/2020,Mississippi,28,4274,159
4/19/2020,Missouri,29,5667,196
4/19/2020,Montana,30,433,10
4/19/2020,Nebraska,31,1473,28
4/19/2020,Nevada,32,3710,158
4/19/2020,New Hampshire,33,1392,41
4/19/2020,New Jersey,34,85301,4202
4/19/2020,New Mexico,35,1845,55
4/19/2020,New York,36,246741,17793
4/19/2020,North Carolina,37,6493,183
4/19/2020,North Dakota,38,585,10
4/19/2020,Northern Mariana Islands,69,14,2
4/19/2020,Ohio,39,11602,471
4/19/2020,Oklahoma,40,2599,140
4/19/2020,Oregon,41,1910,74
4/19/2020,Pennsylvania,42,32992,1285
4/19/2020,Puerto Rico,72,1213,41
4/19/2020,Rhode Island,44,4706,150
4/19/2020,South Carolina,45,4377,120
4/19/2020,South Dakota,46,1635,7
4/19/2020,Tennessee,47,6824,151
4/19/2020,Texas,48,19441,503
4/19/2020,Utah,49,3071,27
4/19/2020,Vermont,50,812,36
4/19/2020,Virgin Islands,78,53,3
4/19/2020,Virginia,51,8536,277
4/19/2020,Washington,53,11864,637
4/19/2020,West Virginia,54,890,20
4/19/2020,Wisconsin,55,4346,222
4/19/2020,Wyoming,56,422,2
4/20/2020,Alabama,1,5078,164
4/20/2020,Alaska,2,319,7
4/20/2020,Arizona,4,5064,191
4/20/2020,Arkansas,5,1971,42
4/20/2020,California,6,33862,1223
4/20/2020,Colorado,8,10106,448
4/20/2020,Connecticut,9,19815,1331
4/20/2020,Delaware,10,2745,72
4/20/2020,District of Columbia,11,2927,105
4/20/2020,Florida,12,27050,822
4/20/2020,Georgia,13,18447,767
4/20/2020,Guam,66,811,6
4/20/2020,Hawaii,15,578,10
4/20/2020,Idaho,16,1736,48
4/20/2020,Illinois,17,31508,1359
4/20/2020,Indiana,18,11784,666
4/20/2020,Iowa,19,3175,79
4/20/2020,Kansas,20,2030,101
4/20/2020,Kentucky,21,3050,155
4/20/2020,Louisiana,22,24523,1328
4/20/2020,Maine,23,875,35
4/20/2020,Maryland,24,13750,582
4/20/2020,Massachusetts,25,39643,1809
4/20/2020,Michigan,26,31929,2466
4/20/2020,Minnesota,27,2470,143
4/20/2020,Mississippi,28,4512,169
4/20/2020,Missouri,29,5807,201
4/20/2020,Montana,30,433,12
4/20/2020,Nebraska,31,1646,33
4/20/2020,Nevada,32,3830,163
4/20/2020,New Hampshire,33,1447,42
4/20/2020,New Jersey,34,88806,4377
4/20/2020,New Mexico,35,1971,58
4/20/2020,New York,36,251608,18412
4/20/2020,North Carolina,37,6764,187
4/20/2020,North Dakota,38,627,13
4/20/2020,Northern Mariana Islands,69,14,2
4/20/2020,Ohio,39,12919,509
4/20/2020,Oklahoma,40,2680,143
4/20/2020,Oregon,41,1956,75
4/20/2020,Pennsylvania,42,34005,1366
4/20/2020,Puerto Rico,72,1252,42
4/20/2020,Rhode Island,44,5090,155
4/20/2020,South Carolina,45,4439,124
4/20/2020,South Dakota,46,1685,7
4/20/2020,Tennessee,47,6994,156
4/20/2020,Texas,48,20035,523
4/20/2020,Utah,49,3213,28
4/20/2020,Vermont,50,816,37
4/20/2020,Virgin Islands,78,54,3
4/20/2020,Virginia,51,8989,300
4/20/2020,Washington,53,12255,661
4/20/2020,West Virginia,54,908,26
4/20/2020,Wisconsin,55,4564,231
4/20/2020,Wyoming,56,426,2
4/21/2020,Alabama,1,5327,186
4/21/2020,Alaska,2,327,7
4/21/2020,Arizona,4,5251,213
4/21/2020,Arkansas,5,2262,43
4/21/2020,California,6,35844,1316
4/21/2020,Colorado,8,10447,484
4/21/2020,Connecticut,9,20360,1423
4/21/2020,Delaware,10,2931,82
4/21/2020,District of Columbia,11,3098,112
4/21/2020,Florida,12,27861,866
4/21/2020,Georgia,13,19189,810
4/21/2020,Guam,66,852,6
4/21/2020,Hawaii,15,580,12
4/21/2020,Idaho,16,1766,51
4/21/2020,Illinois,17,33059,1479
4/21/2020,Indiana,18,12214,731
4/21/2020,Iowa,19,3641,83
4/21/2020,Kansas,20,2114,107
4/21/2020,Kentucky,21,3193,172
4/21/2020,Louisiana,22,24854,1405
4/21/2020,Maine,23,888,36
4/21/2020,Maryland,24,14261,652
4/21/2020,Massachusetts,25,41199,1961
4/21/2020,Michigan,26,32936,2698
4/21/2020,Minnesota,27,2567,160
4/21/2020,Mississippi,28,4716,183
4/21/2020,Missouri,29,5941,221
4/21/2020,Montana,30,437,12
4/21/2020,Nebraska,31,1726,38
4/21/2020,Nevada,32,3937,163
4/21/2020,New Hampshire,33,1491,42
4/21/2020,New Jersey,34,92387,4753
4/21/2020,New Mexico,35,2072,65
4/21/2020,New York,36,255932,19040
4/21/2020,North Carolina,37,6951,217
4/21/2020,North Dakota,38,644,13
4/21/2020,Northern Mariana Islands,69,14,2
4/21/2020,Ohio,39,13725,557
4/21/2020,Oklahoma,40,2807,164
4/21/2020,Oregon,41,2002,78
4/21/2020,Pennsylvania,42,35384,1620
4/21/2020,Puerto Rico,72,915,43
4/21/2020,Rhode Island,44,5500,171
4/21/2020,South Carolina,45,4608,135
4/21/2020,South Dakota,46,1755,8
4/21/2020,Tennessee,47,7317,159
4/21/2020,Texas,48,20949,552
4/21/2020,Utah,49,3301,32
4/21/2020,Vermont,50,818,39
4/21/2020,Virgin Islands,78,54,3
4/21/2020,Virginia,51,9629,325
4/21/2020,Washington,53,12410,683
4/21/2020,West Virginia,54,929,26
4/21/2020,Wisconsin,55,4691,243
4/21/2020,Wyoming,56,442,6
4/22/2020,Alabama,1,5610,201
4/22/2020,Alaska,2,333,7
4/22/2020,Arizona,4,5459,236
4/22/2020,Arkansas,5,2392,44
4/22/2020,California,6,37573,1425
4/22/2020,Colorado,8,10878,526
4/22/2020,Connecticut,9,22469,1544
4/22/2020,Delaware,10,3200,89
4/22/2020,District of Columbia,11,3206,127
4/22/2020,Florida,12,28301,926
4/22/2020,Georgia,13,20099,837
4/22/2020,Guam,66,911,6
4/22/2020,Hawaii,15,586,12
4/22/2020,Idaho,16,1802,54
4/22/2020,Illinois,17,35108,1577
4/22/2020,Indiana,18,12575,764
4/22/2020,Iowa,19,3764,90
4/22/2020,Kansas,20,2291,111
4/22/2020,Kentucky,21,3373,185
4/22/2020,Louisiana,22,25317,1532
4/22/2020,Maine,23,907,39
4/22/2020,Maryland,24,14842,698
4/22/2020,Massachusetts,25,42944,2182
4/22/2020,Michigan,26,33973,2813
4/22/2020,Minnesota,27,2721,179
4/22/2020,Mississippi,28,4894,193
4/22/2020,Missouri,29,6137,236
4/22/2020,Montana,30,439,14
4/22/2020,Nebraska,31,1826,42
4/22/2020,Nevada,32,4081,187
4/22/2020,New Hampshire,33,1588,48
4/22/2020,New Jersey,34,95865,5063
4/22/2020,New Mexico,35,2210,71
4/22/2020,New York,36,261591,19647
4/22/2020,North Carolina,37,7220,242
4/22/2020,North Dakota,38,679,14
4/22/2020,Northern Mariana Islands,69,14,2
4/22/2020,Ohio,39,14117,610
4/22/2020,Oklahoma,40,2894,169
4/22/2020,Oregon,41,2059,78
4/22/2020,Pennsylvania,42,36763,1720
4/22/2020,Puerto Rico,72,915,46
4/22/2020,Rhode Island,44,5841,181
4/22/2020,South Carolina,45,4761,140
4/22/2020,South Dakota,46,1858,9
4/22/2020,Tennessee,47,7681,169
4/22/2020,Texas,48,21769,571
4/22/2020,Utah,49,3451,34
4/22/2020,Vermont,50,823,39
4/22/2020,Virgin Islands,78,54,3
4/22/2020,Virginia,51,10265,349
4/22/2020,Washington,53,12606,696
4/22/2020,West Virginia,54,939,29
4/22/2020,Wisconsin,55,4915,247
4/22/2020,Wyoming,56,447,6
4/23/2020,Alabama,1,5832,197
4/23/2020,Alaska,2,335,7
4/23/2020,Arizona,4,5769,257
4/23/2020,Arkansas,5,2599,45
4/23/2020,California,6,39534,1548
4/23/2020,Colorado,8,11262,557
4/23/2020,Connecticut,9,23100,1639
4/23/2020,Delaware,10,3308,92
4/23/2020,District of Columbia,11,3361,139
4/23/2020,Florida,12,29640,986
4/23/2020,Georgia,13,20905,871
4/23/2020,Guam,66,979,6
4/23/2020,Hawaii,15,590,12
4/23/2020,Idaho,16,1836,54
4/23/2020,Illinois,17,36935,1696
4/23/2020,Indiana,18,13196,811
4/23/2020,Iowa,19,3939,96
4/23/2020,Kansas,20,2626,112
4/23/2020,Kentucky,21,3548,194
4/23/2020,Louisiana,22,25798,1599
4/23/2020,Maine,23,937,44
4/23/2020,Maryland,24,15805,748
4/23/2020,Massachusetts,25,46023,2360
4/23/2020,Michigan,26,35253,2977
4/23/2020,Minnesota,27,2942,200
4/23/2020,Mississippi,28,5153,201
4/23/2020,Missouri,29,6321,248
4/23/2020,Montana,30,442,14
4/23/2020,Nebraska,31,2190,46
4/23/2020,Nevada,32,4208,195
4/23/2020,New Hampshire,33,1670,51
4/23/2020,New Jersey,34,99989,5368
4/23/2020,New Mexico,35,2379,78
4/23/2020,New York,36,267932,20212
4/23/2020,North Carolina,37,7608,253
4/23/2020,North Dakota,38,709,15
4/23/2020,Northern Mariana Islands,69,14,2
4/23/2020,Ohio,39,14694,656
4/23/2020,Oklahoma,40,3017,179
4/23/2020,Oregon,41,2127,83
4/23/2020,Pennsylvania,42,38334,1723
4/23/2020,Puerto Rico,72,1230,69
4/23/2020,Rhode Island,44,6256,189
4/23/2020,South Carolina,45,4917,150
4/23/2020,South Dakota,46,1956,9
4/23/2020,Tennessee,47,8169,172
4/23/2020,Texas,48,22706,601
4/23/2020,Utah,49,3621,35
4/23/2020,Vermont,50,825,42
4/23/2020,Virgin Islands,78,54,3
4/23/2020,Virginia,51,10999,375
4/23/2020,Washington,53,12981,717
4/23/2020,West Virginia,54,981,31
4/23/2020,Wisconsin,55,5125,257
4/23/2020,Wyoming,56,453,7
4/24/2020,Alabama,1,6026,209
4/24/2020,Alaska,2,337,7
4/24/2020,Arizona,4,6045,268
4/24/2020,Arkansas,5,2810,47
4/24/2020,California,6,41368,1619
4/24/2020,Colorado,8,12255,672
4/24/2020,Connecticut,9,23921,1764
4/24/2020,Delaware,10,3442,100
4/24/2020,District of Columbia,11,3528,153
4/24/2020,Florida,12,30525,1045
4/24/2020,Georgia,13,21575,889
4/24/2020,Guam,66,997,6
4/24/2020,Hawaii,15,595,13
4/24/2020,Idaho,16,1870,54
4/24/2020,Illinois,17,39658,1804
4/24/2020,Indiana,18,13848,851
4/24/2020,Iowa,19,4459,107
4/24/2020,Kansas,20,2842,117
4/24/2020,Kentucky,21,3779,203
4/24/2020,Louisiana,22,26199,1660
4/24/2020,Maine,23,965,47
4/24/2020,Maryland,24,16693,798
4/24/2020,Massachusetts,25,50969,2556
4/24/2020,Michigan,26,36628,3084
4/24/2020,Minnesota,27,3185,221
4/24/2020,Mississippi,28,5434,209
4/24/2020,Missouri,29,6625,267
4/24/2020,Montana,30,444,14
4/24/2020,Nebraska,31,2474,50
4/24/2020,Nevada,32,4398,203
4/24/2020,New Hampshire,33,1720,53
4/24/2020,New Jersey,34,102196,5617
4/24/2020,New Mexico,35,2524,84
4/24/2020,New York,36,276218,20759
4/24/2020,North Carolina,37,8052,270
4/24/2020,North Dakota,38,748,15
4/24/2020,Northern Mariana Islands,69,14,2
4/24/2020,Ohio,39,15169,690
4/24/2020,Oklahoma,40,3120,188
4/24/2020,Oregon,41,2177,86
4/24/2020,Pennsylvania,42,40298,1786
4/24/2020,Puerto Rico,72,1276,77
4/24/2020,Rhode Island,44,6699,202
4/24/2020,South Carolina,45,5070,157
4/24/2020,South Dakota,46,2040,10
4/24/2020,Tennessee,47,8618,172
4/24/2020,Texas,48,23650,625
4/24/2020,Utah,49,3782,39
4/24/2020,Vermont,50,827,43
4/24/2020,Virgin Islands,78,55,3
4/24/2020,Virginia,51,11595,413
4/24/2020,Washington,53,13197,731
4/24/2020,West Virginia,54,1010,32
4/24/2020,Wisconsin,55,5431,262
4/24/2020,Wyoming,56,473,7
4/25/2020,Alabama,1,6213,213
4/25/2020,Alaska,2,337,7
4/25/2020,Arizona,4,6280,275
4/25/2020,Arkansas,5,2909,48
4/25/2020,California,6,42590,1692
4/25/2020,Colorado,8,12967,670
4/25/2020,Connecticut,9,24582,1862
4/25/2020,Delaware,10,3576,112
4/25/2020,District of Columbia,11,3699,165
4/25/2020,Florida,12,30831,1054
4/25/2020,Georgia,13,22225,897
4/25/2020,Guam,66,997,6
4/25/2020,Hawaii,15,597,14
4/25/2020,Idaho,16,1887,56
4/25/2020,Illinois,17,41777,1884
4/25/2020,Indiana,18,14567,897
4/25/2020,Iowa,19,5109,112
4/25/2020,Kansas,20,3091,119
4/25/2020,Kentucky,21,3905,208
4/25/2020,Louisiana,22,26571,1703
4/25/2020,Maine,23,990,50
4/25/2020,Maryland,24,17844,875
4/25/2020,Massachusetts,25,53348,2730
4/25/2020,Michigan,26,37302,3273
4/25/2020,Minnesota,27,3446,244
4/25/2020,Mississippi,28,5718,221
4/25/2020,Missouri,29,6826,280
4/25/2020,Montana,30,445,14
4/25/2020,Nebraska,31,2898,52
4/25/2020,Nevada,32,4539,206
4/25/2020,New Hampshire,33,1793,60
4/25/2020,New Jersey,34,105523,5863
4/25/2020,New Mexico,35,2662,93
4/25/2020,New York,36,286901,21326
4/25/2020,North Carolina,37,8548,304
4/25/2020,North Dakota,38,803,16
4/25/2020,Northern Mariana Islands,69,14,2
4/25/2020,Ohio,39,15587,711
4/25/2020,Oklahoma,40,3193,194
4/25/2020,Oregon,41,2253,87
4/25/2020,Pennsylvania,42,41626,1842
4/25/2020,Puerto Rico,72,1307,83
4/25/2020,Rhode Island,44,7129,215
4/25/2020,South Carolina,45,5253,166
4/25/2020,South Dakota,46,2147,10
4/25/2020,Tennessee,47,8918,179
4/25/2020,Texas,48,24494,662
4/25/2020,Utah,49,3950,41
4/25/2020,Vermont,50,843,45
4/25/2020,Virgin Islands,78,57,4
4/25/2020,Virginia,51,12365,436
4/25/2020,Washington,53,13565,743
4/25/2020,West Virginia,54,1025,33
4/25/2020,Wisconsin,55,5762,266
4/25/2020,Wyoming,56,477,7
4/26/2020,Alabama,1,6421,219
4/26/2020,Alaska,2,339,7
4/26/2020,Arizona,4,6526,277
4/26/2020,Arkansas,5,3001,50
4/26/2020,California,6,43691,1716
4/26/2020,Colorado,8,13440,678
4/26/2020,Connecticut,9,25269,1925
4/26/2020,Delaware,10,4034,120
4/26/2020,District of Columbia,11,3841,178
4/26/2020,Florida,12,31520,1073
4/26/2020,Georgia,13,22459,907
4/26/2020,Guam,66,997,6
4/26/2020,Hawaii,15,599,14
4/26/2020,Idaho,16,1897,56
4/26/2020,Illinois,17,43903,1943
4/26/2020,Indiana,18,15187,928
4/26/2020,Iowa,19,5490,118
4/26/2020,Kansas,20,3198,120
4/26/2020,Kentucky,21,4074,211
4/26/2020,Louisiana,22,26832,1729
4/26/2020,Maine,23,1015,50
4/26/2020,Maryland,24,18664,910
4/26/2020,Massachusetts,25,54938,2899
4/26/2020,Michigan,26,38003,3314
4/26/2020,Minnesota,27,3602,272
4/26/2020,Mississippi,28,5911,227
4/26/2020,Missouri,29,6997,282
4/26/2020,Montana,30,448,14
4/26/2020,Nebraska,31,3126,54
4/26/2020,Nevada,32,4638,206
4/26/2020,New Hampshire,33,1864,60
4/26/2020,New Jersey,34,109038,5938
4/26/2020,New Mexico,35,2728,99
4/26/2020,New York,36,292914,21804
4/26/2020,North Carolina,37,8830,309
4/26/2020,North Dakota,38,867,17
4/26/2020,Northern Mariana Islands,69,14,2
4/26/2020,Ohio,39,15963,728
4/26/2020,Oklahoma,40,3253,195
4/26/2020,Oregon,41,2311,91
4/26/2020,Pennsylvania,42,42709,1871
4/26/2020,Puerto Rico,72,1371,84
4/26/2020,Rhode Island,44,7439,226
4/26/2020,South Carolina,45,5490,174
4/26/2020,South Dakota,46,2213,11
4/26/2020,Tennessee,47,9435,182
4/26/2020,Texas,48,25209,676
4/26/2020,Utah,49,4123,41
4/26/2020,Vermont,50,851,45
4/26/2020,Virgin Islands,78,59,4
4/26/2020,Virginia,51,12969,448
4/26/2020,Washington,53,13744,757
4/26/2020,West Virginia,54,1054,34
4/26/2020,Wisconsin,55,5986,274
4/26/2020,Wyoming,56,502,7
4/27/2020,Alabama,1,6539,228
4/27/2020,Alaska,2,343,7
4/27/2020,Arizona,4,6716,277
4/27/2020,Arkansas,5,3069,51
4/27/2020,California,6,45208,1800
4/27/2020,Colorado,8,13804,705
4/27/2020,Connecticut,9,25997,2012
4/27/2020,Delaware,10,4162,125
4/27/2020,District of Columbia,11,3892,185
4/27/2020,Florida,12,32130,1087
4/27/2020,Georgia,13,23229,981
4/27/2020,Guam,66,1113,6
4/27/2020,Hawaii,15,600,16
4/27/2020,Idaho,16,1917,58
4/27/2020,Illinois,17,45883,1992
4/27/2020,Indiana,18,16137,932
4/27/2020,Iowa,19,5868,127
4/27/2020,Kansas,20,3407,126
4/27/2020,Kentucky,21,4146,216
4/27/2020,Louisiana,22,27111,1740
4/27/2020,Maine,23,1023,51
4/27/2020,Maryland,24,19574,945
4/27/2020,Massachusetts,25,56462,3003
4/27/2020,Michigan,26,38457,3406
4/27/2020,Minnesota,27,3816,286
4/27/2020,Mississippi,28,6094,229
4/27/2020,Missouri,29,7171,296
4/27/2020,Montana,30,449,14
4/27/2020,Nebraska,31,3487,54
4/27/2020,Nevada,32,4708,219
4/27/2020,New Hampshire,33,1938,60
4/27/2020,New Jersey,34,111188,6044
4/27/2020,New Mexico,35,2825,104
4/27/2020,New York,36,296991,22267
4/27/2020,North Carolina,37,9035,331
4/27/2020,North Dakota,38,942,19
4/27/2020,Northern Mariana Islands,69,14,2
4/27/2020,Ohio,39,16325,753
4/27/2020,Oklahoma,40,3280,197
4/27/2020,Oregon,41,2354,92
4/27/2020,Pennsylvania,42,43728,1946
4/27/2020,Puerto Rico,72,1388,84
4/27/2020,Rhode Island,44,7708,233
